name,score
CROW,87
IVAN,53
RIVER,20
DANIEL,51
OCEAN,41
PATRICK,60
ALLAN,60
THOR,43
ELLIE,31
GREEN,60
THOMAS,7
OCEAN,60
JUSTIN,65
ZEN🎄,180
RINA,46
PHILIP,65
ALLAN,60
SANG❄️HWA,56
ROHA,60
ALLAN,42
ZUNE,69
MILES,65
ROHA,29
ROHA,41
DEAN,60
DANIEL,82
ZEN🎄,60
RIVER,65
ZEN🎄,60
EDEN🎅🎅,10
ALLAN,90
MEIIA,48
JEFF,40
MEIIA,95
ROY,37
DEAN,37
JASMINE,51
CHLOE,60
PATRICK,85
JUSTIN,43
WOODY,42
MILES,60
WADE,34
THEO,60
JUSTIN,73
DEAN,58
ZEN🎄,100
ALLAN,60
JUSTIN,60
AEGON,46
🔔LUIS,100
YENNY,60
ROHA,60
BK,61
SCOTT,65
DANE,60
ISLA,100
BEN,105
JUSTIN,65
THOR,60
ZUNE,60
ELLA❄️,60
ALLAN,60
DANIEL,60
DANIEL,49
ZUNE,59
ROHA,31
B⭐,65
BEN,76
WOODY,60
ALLAN,26
MEIIA,40
ED,45
MEIIA,83
SANG❄️HWA,51
JEFF,28
OCEAN,60
BEN,59
JUSTIN,99
MILES,60
ED,65
MILES,60
PATRICK,22
ZEN🎄,60
JUSTIN,60
TIANA,95
ELLA❄️,49
JOY,48
ZUNE,41
JUSTIN,57
WADE,30
MARVIN,60
NONAN,60
BEN,31
ALLAN,60
GLORIA,60
DANE,100
DG,73
ROHA,29
DEAN,58
☃️,3
ED,65
GOLD,65
LIAM,45
ELLIE,62
ELLE,90
PHILIP,60
CROW,89
MILES,65
ZEN🎄,60
THOR,60
OCEAN,41
GOLD,60
ALLAN,45
DEAN,60
TIANA,45
ELLE,119
VAN,57
MILES,65
CROW,48
JIA,78
IVAN,71
ALLAN,81
BK,40
BEN,43
ROHA,20
ELLA❄️,60
ROMY,26
DEAN,100
THOR,60
TIANA,67
CROW,129
JED,46
JUSTIN,60
PHILIP,55
ZEN🎄,60
MILES,48
MARVIN,60
JEFF,29
WADE,42
THOR,26
ELLE,60
ALEX,25
ROHA,60
ZEN🎄,60
ALLAN,65
TIANA,77
ZEN🎄,60
☃️,60
JARROD,65
THOR,65
MARVIN,60
ELLE,60
RIVER,78
DEAN,60
THOR,60
DEAN,23
ALLAN,65
PATRICK,41
TIANA,75
WOODY,25
DANIEL,60
JOHN,65
DANIEL,41
RO,59
GREEN,31
🔔LUIS,60
DEAN,60
THOR,65
HAZEL,65
BEN,27
DEAN,73
BK,70
JERRY,131
MILES,60
ALLAN,40
ISLA,130
DANIEL,60
MILES,31
THEO,41
JUSTIN,43
DANIEL,45
GOLD,65
IVAN,100
MILES,60
ELLE,70
LIAM,60
DEAN,45
BK,65
B⭐,60
DEAN,65
ALLAN,95
ALLAN,81
ROMY,26
DANIEL,43
IVAN,31
LUCAS,65
ELLE,125
PATRICK,60
PHILIP,69
☃️,64
WADE,25
WOODY,50
THOR,90
LUCA,60
ZEN🎄,60
JOY,43
RO,65
IVAN,75
IVAN,100
BEN,60
ED,60
LUMI,25
PATRICK,60
LUCA,65
LIAM,43
JARROD,65
JOY,60
ALLAN,56
ZEN🎄,45
LUKE,50
DANIEL,120
IVAN,30
ERIC,48
DANIEL,40
ZEN🎄,60
LUCA,51
JARROD,60
ISLA,43
ALLAN,60
LUKE,60
ROY,53
ROHA,60
GOLD,60
ISLA,52
IVAN,75
NIKE,60
JUSTIN,60
LUCA,47
LUCA,45
DEAN,78
ELLIE,75
WOODY,45
BK,51
WENDY🎅,46
ISLA,22
ELLE,35
ROMY,53
WOODY,90
ROHA,26
IVAN,56
ELLE,21
ISLA,65
ROMY,59
ELLE,60
RINA,7
LUCA,70
ALEX,9
ERIC,53
ED,60
CROW,95
MILES,40
PHILIP,1
JEFF,60
DANIEL,87
IVAN,48
CHLOE,9
LUKE,78
ELLE,100
ALLAN,42
WADE,65
PATRICK,60
JUSTIN,60
JARROD,55
ED,90
